brand,note,name,top,middle,bottom,concentration,first,second,third,fourth,fifth,sex,
Gucci,leather,a nocturnal whisper,xxxx,"Agarwood(oud), Leather, Saffron, Benzoin",xxxx,perfumed oil,leather,warm spicy,oud,amber,animalic,uni,
Gucci,floral,a forgotten rose,xxxx,"Bulgarian Rose, Pink Pepper, Musk",xxxx,perfumed oil,rose,musky,floral,soft spicy,xxxx,"f, uni",
Gucci,woody,fading autumn,xxxx,"Cypriol Oil or Nagarmotha, Cedar, Sandalwood, Patchouli",xxxx,perfumed water,woody,earthy,patchouli,warm spicy,xxxx,"m, uni",
Gucci,aromatic,moonlight serenade,xxxx,"Lavender, Sage, Tonka Nut",xxxx,perfumed water,lavender,aromatic,herbal,fresh spicy,xxxx,"f, uni",
Gucci,woody aromatic,a winter melody,xxxx,"Cypress, Bergamot, Rose",xxxx,perfumed water,woody,aromatic,fresh spicy,citrus,rose,"m, uni",
Gucci,floral woody,A Song For The Rose Eau de Parfum Gucci,xxxx,"Bulgarian Rose, Musk, Woody Note",xxxx,edp,rose,musky,woody,floral,powdery,"f, uni",
Gucci,"amber floral, florienatal",gucci guilty pour femme love edition(2021),"Mandora, Pink Pepper, Bergamot","Lilac, Violet, Geranium","patchouli, amber",edp,floral,violet,citrus,powdery,fresh,f,
Gucci,chypre floral,gucci guilty pour femme love edition,"Raspberry, Narcissus, Watery Note, Bergamot, Grapefruit","Violet, Flower Petals, Jasmine Sambac","musk, patchouli, amber",edp,powdery,floral,violet,fruity,musky,f,
Gucci,"amber floral, florienatal",gucci guilty pour femme edp,"Pink Pepper, Mandarin Orange, Bergamot","Lilac, Violet, Geranium, Rose","patchouli, amber",edp,floral,violet,citrus,fresh spicy,fresh,f,
Gucci,"amber floral, florienatal",gucci guilty pour femme edt,"Pink Pepper, Mandarin Orange","Lilac, Peach, Geranium, Raspberry, Jasmine, Black Currant","white musk, amber, patchouli, vanlla",edt,floral,fruity,sweet,fresh,musky,f,
Gucci,chypre fruity,gucci guilty absolute pour femme edp,"Blackberry, Pink Pepper, Bergamot","Cypress, Bulgarian Rose, Woody Note, Vetiver","indian patchouli, amber",edp,woody,fruity,rose,aromatic,patchouli,"f, uni",
Gucci,aromatic fougere,gucci guilty pour homme love edition,"Ginger, Kumquat, Mandarin Orange, Pink Pepper","Rosemary, Lavender, Geranium","vetiver, patchouli, bezoin",edt,aromatic,citrus,fresh spicy,woody,lavender,"m, uni",
Gucci,aromatic fougere,gucci guilty pour homme love edition(2021),"Italian Lemon, Pink Pepper","Lavender, Honey, Orange Blossom, Neroli","patchouli, cedar",edt,citrus,white floral,lavender,honey,aromatic,"m, uni",
Gucci,woody aromatic,gucci guilty pour homme edt,"Lavender, Amalfi Lemon","African, Orange, Flower","virginia cedar, patchouli, vanilla",edt,citrus,lavender,woody,white floral,aromatic,m,
Gucci,woody spicy,gucci guilty pour homme edp,"Rose, Balsamic Vinegar, Red Chilli Pepper, Salt","Lavender, Orange Blossom, Neroli","cedar, patchouli",edp,warm spicy,rose,white floral,woody,lavender,m,
Gucci,amber woody,gucci guilty absolute edp,Leather,"Cypress, Patchouli","woody note, vetiver",edp,woody,leather,aromatic,animalic,earthy,m,
Gucci,"amber floral, florienatal",gucci guilty black pour femme,"Red Berries, Pink Pepper","Raspberry, Lilac, Violet, Peach, Red Currant","patchouli, amber, caramel",edt,fruity,sweet,soft spicy,fresh,patchouli,f,
Gucci,aromatic fougere,gucci guilty black pour homme,"Lavender, Green Coriander","Green Note, Orange Blossom, Neroli","cedar, patchouli",edt,green,aromatic,white floral,lavender,woody,m,
Gucci,woody floral musk,gucci guilty cologne pour homme,"Juniper Berries, Rosemary, Calabrian Bergamot","Cypress, Heliotrope, Violet","white musk, cedar, patchouli leaf",edt,woody,aromatic,fresh spicy,powdery,violet,"m, uni",
Gucci,amber woody,gucci guilty oud,"Bulgarian Rose, Blackberry, Pink Pepper","Patchouli, Cypriol Oil or Nagarmotha","agarwood(oud), leather, amber",edp,rose,oud,woody,fruity,patchouli,"m, uni",
Gucci,woody aromatic,gucci guilty pour homme platinum,"Lavender, Lemon",Orange Blossom,"patchouli, cedar",edt,citrus,lavender,white floral,aromatic,woody,"m, uni",
Gucci,woody aromatic,gucci guilty pour homme diamond,"Italian Lemon, Mandarin Orange, Green Leaf, Pink Pepper","Neroli, Orange Blossom, Lavender, Coriander","patchouli, cedar",edt,citrus,aromatic,woody,white floral,green,"m, uni",
Gucci,floral,gucci bloom edp,Jasmine,Tuberose,rangoon creeper,edp,white floral,tuberose,xxxx,xxxx,xxxx,f,
Gucci,"amber floral, florienatal",gucci bloom profumo di fiori,"Jasmine Sambac, Rangoon Creeper","Tuberose, Jasmine, Ylang Ylang","solar note, musk, sandal wood, bezoin, woody note, orris",edp,tuberose,woody,yellow floral,floral,powdery,f,
Gucci,"amber floral, florienatal",gucci bloom ambrosia di fiori,"Jasmine, Honeysuckle",Tuberose,"damask rose, orris",edp,white floral,tuberose,rose,xxxx,xxxx,f,
Gucci,floral,gucci bloom acqua di fiori,"Galbanum Leaf, Cassis, Bergamot, Lemon","Honeysuckle, Tuberose, Jasmine, Lily Of The Valley, Freesia","musk, iso e super, sandal wood",edt,white floral,green,aromatic,fruity,woody,f,
Gucci,floral,gucci bloom nettare di fiori,"Ginger, Rose","Tuberose, Jasmine, Honeysuckle, Rangoon Creeper","osmanthus, musk, patchouli",edp,white floral,tuberose,fruity,floral,warm spicy,f,
Gucci,mineral aromatiic,gucci memoire d'une odeur,"Chamomile, Bitter Almond","Musk, Indian Jasmine, Jasmine","sandal wood, cedar, vanilla",edp,herbal,woody,musky,powdery,floral,uni,
Greyground,"amber floral, florienatal",medina,"Tropical, Orange, Bergamot","Lily, Magnolia","spicy note, vanilla, musk, sandal wood, guaiac wood",parfum,musky,floral,woody,citrus,spicy,"f, uni",
Greyground,musky citrus,pantheon,"Citrus, Bergamot, Lemon, Cedar, Cypress, Cassis","Orchid, Lily","musk, patchouli",parfum,citrus,fresh,woody,herbal,musky,m,
Greyground,amber spicy,saint paul de vence,"Lemon, Grapefruit","Sea Salt, Seaweed","patchouli, sage, amber",parfum,herbal,citrus,fresh,musky,floral,"m, uni",
Greyground,citrus aromatic,unbutton,Peppermint,"Rose, Cinnamon",woody musk,edt,citrus,woody,fresh,spicy,xxxx,"m, uni",
Greyground,cotton musk,blue jean,"Bergamot, Pepper","Ylang Ylang, Jasmine, Muguet","musk, orris root, tonka nut",edt,cotton,citrus,musky,floral,xxxx,"m, uni",
Greyground,aquatic citrus,blanket,"Lime, Bergamot, Grapefruit","Marine, Geranium, Muguet","musk, vetiver, amber",edt,aquatic,citrus,marine,musky,xxxx,"m, uni",
Glossier,floral woody,you glossier,xxxx,"Musk, Powdery Note, Iris",xxxx,edp,powdery,musky,iris,xxxx,xxxx,"f, uni",
Carven,woody aromatic,carven l'eau intense,"Mint, Italian Lemon, Grapefruit","Lavender, Birch Leaf, Ginger, Cardamom","cedar, amber",edt,aromatic,citrus,warm spicy,green,fresh spicy,m,
Carven,woody spicy,carven pour homme edt,"Violet Leaf, Grapefruit","Sage, Nutmeg, Cedar","vetiver, sandalwood",edt,woody,aromatic,ozonic,fresh spicy,aquatic,m,
Carven,amber woody,carven pour homme edp,"Grapefruit, Violet Leaf","Cypress, Thyme","vanilla, java vetiver oil, labdanum, tonka nut",edp,woody,aromatic,vanilla,citrus,fresh spicy,m,
Carven,woody aromatic,carven vetiver,"Lemongrass, Bergamot, Grapefruit","Lavender, Geranium, Orange","vetiver, benzoin, cedar, sandalwood",edt,citrus,aromatic,woody,fresh spicy,earthy,m,
Carven,floral aldehyde,guirlandes,"Hyacinth, Aldehydes, Galbanum, Bergamot, Raspberry","Jasmine, Tuberose, Lily Of The Valley, Rose, Clove","musk, oak moss, virginia cedar, sandal wood",edt,white floral,green,floral,rose,woody,f,
Carven,chypre floral,carven intrigue,"Cassis, Tangerine, Amalfi Lemon, Bergamot","Jasmine, Plum, Lily, Peach, Nutmeg","vetiver, oak moss, vanilla",edt,citrus,white floral,fruity,aromatic,earthy,f,
Carven,"amber floral, florienatal",carven variations,xxxx,"Tea, Raspberry, Amber, Lilac, Musk, Sandal Wood, French Labdanum, Carnation, Hyacinth, Vetiver",xxxx,edp,floral,amber,green,woody,musky,f,
Carven,"amber floral, florienatal",carven l'absolu,"Madagascar Ylang Ylang, Italian Mandarin","Egyptian Jasmine, Tuberose, Iris","indonesian patchouli leaf, spanish labdanum, sandal wood",edp,woody,white floral,yellow floral,patchouli,tuberose,f,
Carven,floral woody musk,carven le parfum,"White Hyacinth, Apricot, Mandarin Blossom","Sweet Pea, Ylang Ylang, Jasmine","osmanthus indonesian patchouli leaf, sandal wood",edp,floral,white floral,sweet,woody,fruity,f,
Carven,floral woody musk,carven l'eau de toilette,"Sweet Pea, Italian Lemon, Peony","Freesia, White Hyacinth, Wisteria","musk, white woods, sadal wood",edt,floral,fresh,citrus,xxxx,xxxx,f,
Carven,"amber floral, florienatal",carven paris izmir,"Freesia, Bergamot","Rose, Myrrh","benzoin, sandal wood, patchouli",edp,amber,warm spicy,woody,rose,floral,"f, uni",
Carven,amber spicy,carven paris sao paulo,"Cinnamon, Rum, Bergamot","Cardamom, Orange Blossom, Labdanum","vanilla, tonka nut, patchouli",edp,warm spicy,vanilla,cinnamon,rum,sweet,"f, uni",
Carven,"amber floral, florienatal",carven dans ma bulle,"Litchi, Peony, Rose, Mandarin Orange, Bergamot, Lemon","Sweet Note, Heliotrope, Peach, Pear, Jasmine Sambac, Green Note, Lily Of The Valley, Candied Almond","vanilla, sandal wood, amber wood, patchouli",edp,sweet,fruity,vanilla,powdery,floral,f,
Carven,floral fruity,carven dans ma bulle edt,"Litchi, Pear, Mandarin Orange","Peony, Candied Almond, Heliotrope","iris, musk, sandal wood",edt,powdery,floral,fruity,fresh,iris,f,
Carven,chypre floral,carven ma griffe ,"Aldehydes, Green Note, Clary Sage, Asafoetida, Lemon, Gardenia","Iris, Ylang Ylang, Lily Of The Valley, Orris Root, Jasmine, Orange Blossom, Rose","oakmoss, vetiver, labdanum, styrax, benzoin, musk, sandal wood, cinnamon",edp,white floral,woody,green,earthy,amber,"f, uni",
Cacharel,woody spicy,cacharel pour l'homme,"Nutmeg, Bergamot, Lavender, Clary Sage","Geranium, Carnation, Ylang Ylang, Cyclamen, Lily Of The Valley, Jasmine","fir, vetiver, cedar, oakmoss, sandal wood, amber, musk",edt,fresh spicy,aromatic,woody,floral,citrus,m,
Cacharel,floral,cacharel catch me,"Petitgrain, Italian Mandarin","Italian Jasmine, Tunisian Orange Blossom","almond milk, amber, woody note",edp,white floral,citrus,almond,sweet,nutty,f,
Cacharel,amber woody,cacharel gloria,"Amaretto, Amber, Hibiscus, Bulgarian Rose","Vanilla, Amber, White Pepper, White Flower","cherry, almond, tonka nut, styrax, cedar",edt,almond,fruity,sweet,vanilla,amber,f,
Cacharel,chypre floral,cacharel liberte,"Orange, Bitter Orange, Mandarin Orange, Bergamot, Amalfi Lemon, Freesia","Sugar, Marmalade, White Honey, Frangipani, White Flower, Heliotrope, Gardenia","patchouli, spices, vanilla, vetiver",edt,citrus,sweet,vanilla,patchouli,warm spicy,f,
Cacharel,amber woody,cacharel nemo,"Cardamom, Nutmeg, Lavender, Betel Pepper","Labdanum, Caraway, Geranium, Carnation, Jasmine","leather, vanilla, cedar, patchouli",edt,fresh spicy,warm spicy,aromatic,leather,woody,m,
Cacharel,floral fruity,cacharel amor amor,"Black Currant, Mandarin Orange, Orange, Grapefruit, Cassis, Bergamot","Rose, Apricot, Jasmine, Lily, Lily Of The Valley","vanilla, tonka nut, musk, amber, virginia cedar",edt,citrus,fruity,vanilla,aromatic,soft spicy,f,
Cacharel,floral fruity,amor amor eau fraiche 2005 cacharel,"White Peach, Black Currant, Orange","Jasmine, Rose, Cyclamen","heliotrope, cedar",edt,fruity,powdery,citrus,floral,woody,f,
Cacharel,chypre floral,amor amor electric kiss cacharel,"Rhubarb, Pink Pepper","Rose, Jasmine Sambac","patchouli, amber wood",edt,rose,patchouli,woody,green,fruity,f,
Cacharel,amber vanilla,amor amor forbidden kiss cacharel,"Fruity Note, Pink Pepper, Mandarin Orange, Grapefruit","Coffee, Frangipani, Peony","vanilla, musk, woody note",edt,vanilla,coffee,fruity,citrus,sweet,f,
Cacharel,floral fruity,amor amor in a flash cacharel,"Red Apple, Apricot, Mandarin Orange","Cinnamon, Jasmine","caramel, vanilla, sandal wood",edt,caramel,sweet,cinnamon,fruity,warm spicy,f,
Cacharel,floral fruity,amor amor love festival cacharel,"Coca Cola, Grapefruit, Cassis","Rose, Jasmine, Lily Of The Valley","vanilla, sandal wood, musk",edt,coca cola,citrus,white floral,aromatic,rose,f,
Cacharel,woody spicy,amor pour homme,"Tea, Bergamot, Sicilian Mandarin","Rose, Spices, Cardamom, Fern","brazilian rosewood, tonka nut, vetiver, benzoin",edt,warm spicy,aromatic,rose,woody,citrus,"m, uni",
Cacharel,aromatic spicy,amor pour homme sunshine,"Mandarin Orange, Grapefruit, Pink Pepper, Iced Tea, Basil","Rose, Rose Hip, Cardamom, Nutmeg, Brazilian Rosewood","vetiver, musk",edt,citrus,rose,fresh spicy,aromatic,woody,uni,
Cacharel,aromatic fruity,amor pour homme tentation,"Ginger, Mandarin Orange","Cassis, Jasmine","incense, cedar",edt,woody,warm spicy,white floral,amber,citrus,m,
Cacharel,floral,anais anais cacharel,"White Lily, Hiacynth, Honeysuckle, Galbanum, Orange Blossom, Lavender, Bergamot, Lemon, Black Currant","Lily, Lily Of The Valley, Moroccan Jasmine, Carnation, Honeysuckle, Tuberose, Ylang Ylang, Iris, Rose, Orris Root","incense, oakmoss, musk, leather, sandalwood, vetiver, cedar, amber, patchouli",edt,white floral,floral,green,woody,earthy,f,
Cacharel,floral,anais anais flower edition,xxxx,"Lily, Chocolate Flower, Honeysuckle, Orange Blossom, Ylang Ylang",xxxx,edt,white floral,yellow floral,floral,xxxx,xxxx,f,
Cacharel,floral,anais anais l'original edp,"Hyacinth, Galbanum, Orange Blossom","Lily, Jasmine, Rose","incense, sandal wood, amber, cedar",edp,white floral,green,amber,floral,woody,f,
Cacharel,floral,anais anais l'original edt,"Hyacinth, Honeysuckle","Lily, Lily Of The Valley, Jasmine, Ylang Ylang, Rose","moss, vetiver, musk, sandalwood, black currant",edt,white floral,green,floral,earthy,woody,f,
Cacharel,floral fruity,anais anais premier delice,"Pear, Orange, Bergamot, Galbanum","Peony, Hyacinth","cacao, cedar",edt,floral,fruity,sweet,fresh,cacao,f,
Cacharel,floral fruity,amor amor l'eau,"Grapefruit, Coca Cola","Jasmine, Rose","vanilla, musk, amber",edt,citrus,coca cola,vanilla,white floral,powdery,"f, uni",
Cacharel,floral fruity,anais anais premier delice l'eau,"Pear, Sorbet, Bergamot, Grapefruit","Freesia, Jasmine, Lily Of The Valley","ambretone, cedar, musk",edt,fruity,white floral,citrus,sweet,floral,f,
Cacharel,floral aquatic,eau d'eden cacharel,"Iris, Rose","Hyacinth, Nectarine, Peach","fruit, white musk, sandal wood",edt,fruity,powdery,floral,sweet,rose,f,
Cacharel,floral,eden cacharel,"Peach, Bergamot, Mandarin Orange, Lemon","Mimosa, Water Lily Tuberose, Melon, Lotus, Pineapple, Jasmine, Lily Of The Valley, Rose","patchouli, black locust, sandal wood, cedar, tonka nut",edp,white floral,floral,woody,sweet,aquatic,f,
Cacharel,"amber floral, florienatal",loulou,"Plum, Chinese Cinnamon Wood, Iris, Violet, Lily, Anise, Jasmine, Mimosa, Cassia","Ylang Ylang, Heliotrope, Oris, Orange Blossom, Tahitian Tiare Flower","incense, vanilla, bezoin, sandal wood, musk",edp,powdery,white floral,amber,vanilla,warm spicy,f,
Cacharel,floral woody,noa cacharel,"White Musk, Peony, Freesia, Green Note, Peach, Plum","Lily, Lily Of The Valley, Green Grass, Jasmine, Ylang Ylang, Rose","coffee, vanilla, sandal wood, coriander, incense, tonka nut, cedar",edt,floral,white floral,musky,fresh,powdery,f,
Cacharel,floral,noa fleur cacharel,"Green Note, Coriander Extract, Cassis","Peony, Bulgarian Rose, Hibiscus, Coffee, Nutmeg","peony, white musk, benzoin",edt,floral,rose,fresh,musky,green,f,
Cacharel,amber spicy,noa gold cacharel,xxxx,"Coffee, Coriander, Peony, White Musk",xxxx,edp,coffee,floral,musky,aromatic,fresh,f,
Cacharel,"amber floral, florienatal",noa l'eau de parfum,"Freesia, Plum, Peach","Peony, Sandal Wood, Oakmoss, Rose","white musk, iris, sandal wood, patchouli, cedar",edp,floral,woody,powdery,musky,earthy,f,
Cacharel,floral fruity,noa perle cacharel,"Kumquat, Pink Pepper","Peony, African Orange Flower, Freesia",hazelnut,edp,floral,citrus,nutty,fresh,soft spicy,f,
Cacharel,floral fruity,noa summer 2012,"Mandarin Orange, Lemon, Red Apple, Coriander","Sunflower, Orange Blossom, Peony, Frangipani","musk, coffee, benzoin",edt,citrus,floral,sweet,musky,fresh,"f, uni",
Cacharel,floral fruity,promesse cacharel,"Blackberry, Mandarin Orange, Bergamot","Orchid, Jasmine, Violet","musk, cedar, sandal wood, amber",edt,fruity,floral,citrus,woody,powdery,f,
Cacharel,floral,catch me l'eau,"Jasmine, Mandarin Orange, Tea, Petitgrain","Orange Blossom, Star Anise","musk, mate",edt,white floral,citrus,green,anis,musky,f,
Cacharel,"amber floral, florienatal",yes i am cacharel,"Raspberry, Mandarin Orange, Lemon, Bergamot","Gardenia, Ginger Flower, Amber, Jasmine, Rose, Orange Blossom","milk, caramel, vanilla,cardamom, licorice, coumarin, benzoin, amberwood, sandal wood",edp,sweet,warm spicy,lactonic,caramel,vanilla,f,
Cacharel,amber vanilla,yes i am fabulous cacharel,Blackberry,Heliotrope,"milk, hazelnut",edp,lactonic,fruity,nutty,sweet,woody,f,
Cacharel,floral fruity,yes i am glorious cacharel,"Peach, Mandarin Orange","Frangipani, Tiare Flower, Magnolia","milk, sweet note, white cedar extract, sandal wood",edp,lactonic,sweet,fruity,floral,citrus,f,
Cacharel,floral fruity,yes i am pink first cacharel,"Raspberry, Pear","Jasmine, Ginger Flower, Orange Blossom","milk, ambroxan, cardamom, sandal wood",edp,fruity,sweet,warm spicy,white floral,lactonic,f,
Narciso Rodriguez,floral,narciso eau neroli ambree,"Frangipani, Neroli","Musk, Orange Blossom","cashmeran, amber, cedar",edt,floral,musky,tropical,citrus,powdery,f,
Narciso Rodriguez,floral woody,narciso edp,"Gardenia, White Rose",Musk,"cedar, white cedar extract, vetiver",edp,woody,white floral,musky,powdery,aromatic,f,
Narciso Rodriguez,"amber floral, florienatal",narciso edp ambree,"Frangipani, Ylang Ylang, White Flowers","Musk, Amber","cashmeran, vanilla, cedar",edp,musky,floral,powdery,woody,amber,f,
Narciso Rodriguez,woody floral musk,narciso edp poudree,"Jasmine, Bulgarian Rose, Orange Blossom",Musk,"coumarin, cedar, vetiver, patchouli",edp,white floral,woody,musky,aromatic,powdery,f,
Narciso Rodriguez,woody floral musk,narciso edt rouge,"Rose, Lily of the Valley",Musk,"tonka nut, cedar, white cedar extract, vetiver",edt,musky,rose,woody,powdery,aromatic,f,
Narciso Rodriguez,woody floral musk,narciso musc oil parfum,xxxx,"Musk, Gardenia, Cedar, Rose, Vetiver",xxxx,perfumed oil,woody,musky,white floral,rose,powdery,"f, uni",
Narciso Rodriguez,amber,narciso rodriguez amber musc,"Musk, Orange Blossom","Patchouli, Agarwood, Leather","amber, vanilla, incense",edp,amber,patchouli,musky,powdery,warm spicy,"f, uni",
Narciso Rodriguez,floral,narciso rodriguez essence,xxxx,"Musk, Iris, Rose, Benzoin",xxxx,edp,musky,powdery,iris,rose,amber,f,
Narciso Rodriguez,floral,narciso rodriguez essence eau de musc,"Iris, Rose",Musk,amber,edt,powdery,musky,iris,violet,rose,"f, uni",
Narciso Rodriguez,floral,narciso rodriguez essence in color,xxxx,"Iris, Rose","musk, amber",edp,powdery,iris,musky,rose,violet,f,
Narciso Rodriguez,floral,narciso rodriguez essence iridescent,xxxx,"Iris, Rose",xxxx,edp,iris,rose,powdery,earthy,floral,f,
Narciso Rodriguez,floral woody musk,narciso rodriguez essence musc edp,xxxx,"Musk, Rose, Incense, Iris, Benzoin, Woody Note",xxxx,edp,amber,musky,powdery,rose,woody,f,
Narciso Rodriguez,floral woody musk,narciso rodriguez for her edp,"rose, peach","Musk, Amber","patchouli, sandal wood",edp,musky,rose,powdery,woody,patchouli,f,
Narciso Rodriguez,floral woody musk,narciso rodriguez for her edt,"african orange flower, osmanthus, bergamot","Musk, Amber","vetiver, vanilla, patchouli",edt,musky,powdery,white floral,citrus,floral,f,
Narciso Rodriguez,floral woody musk,narciso rodriguez for her edt delicate limited edition,"fig, bergamot","Musk, Orange Blossom, Osmanthus","vanilla, vetiver, amber, coriander",edt,musky,fruity,sweet,powdery,white floral,f,
Narciso Rodriguez,floral woody musk,narciso rodriguez for her fleur musc,pink pepper,"Rose, Musk, Peony","patchouli, violet, amber",edp,rose,floral,musky,fresh,powdery,f,
Narciso Rodriguez,floral woody musk,narciso rodriguez for her fleur musc edt florale,"pink pepper, bergamot","Rose, Musk","woody note, patchouli, amber",edt,musky,rose,powdery,citrus,woody,f,
Narciso Rodriguez,chypre floral,narciso rodriguez for her in color,"rose, peach",Amber,"musk, patchouli, sandal wood",edp,woody,powdery,rose,musky,patchouli,f,
Narciso Rodriguez,chypre floral,narciso rodriguez for her iridescent,xxxx,"Osmanthus, African Orange Flower",xxxx,edp,floral,fruity,white floral,citrus,lactonic,f,
Narciso Rodriguez,floral woody musk,narciso rodriguez for her musc,xxxx,"Musk, Osmanthus, Orange Blossom, Amber, Woody Note, Vetiver, Vanilla",xxxx,edp,musky,powdery,white floral,woody,floral,f,
Narciso Rodriguez,floral woody musk,narciso rodriguez for her musc noir edp,plum,"Musk, Heliotrope",suede,edp,musky,powdery,fruity,sweet,vanilla,f,
Narciso Rodriguez,chypre floral,narciso rodriguez for her oil musc parfum,osmanthus,Musk,"ambroxan, patchouli",perfumed oil,musky,amber,powdery,floral,fruity,f,
Narciso Rodriguez,floral woody musk,narciso rodriguez for her pure musc,musk,Flowers,cashmeran,edt,musky,floral,powdery,woody,xxxx,f,
Narciso Rodriguez,aromatic fougere,narciso rodriguez for him,xxxx,"Violet Leaf, Musk, Patchouli, Amber",xxxx,edt,ozonic,patchouli,aquatic,powdery,woody,m,
